month,hsk,name,country,export_kusd,export_tons,import_kusd,import_tons,balance_kusd
2026.03,8542321010,DRAM (디램),튀르키예,1051,0.0,0,0.0,1051
2026.03,8542321090,Other memory (기타),튀르키예,23,0.0,0,0.0,23
2026.03,8542323000,MCP (복합구조칩),튀르키예,39,0.0,0,0.0,39
2026.03,8542324000,MCO (복합부품),튀르키예,7479,0.1,0,0.0,7479
2026.03,8542321010,DRAM (디램),포루투갈,50,0.0,0,0.0,50
2026.03,8542323000,MCP (복합구조칩),포루투갈,2294,0.1,0,0.0,2294
2026.03,8542324000,MCO (복합부품),포루투갈,3703,0.1,0,0.0,3703
2026.03,8542321010,DRAM (디램),폴란드,1182,0.2,0,0.0,1182
2026.03,8542321020,SRAM (에스램),폴란드,948,0.1,0,0.0,948
2026.03,8542321030,Flash (플래시 메모리),폴란드,249,0.4,0,0.0,249
2026.03,8542321090,Other memory (기타),폴란드,327,0.1,0,0.0,327
2026.03,8542323000,MCP (복합구조칩),폴란드,13873,1.0,0,0.0,13873
2026.03,8542321030,Flash (플래시 메모리),프랑스,0,0.0,410,0.3,-410
2026.03,8542321090,Other memory (기타),프랑스,0,0.0,569,0.1,-569
2026.03,8542323000,MCP (복합구조칩),프랑스,2,0.0,6,0.0,-4
2026.03,8542324000,MCO (복합부품),프랑스,1,0.0,0,0.0,1
2026.03,8542321010,DRAM (디램),필리핀,721067,14.3,56,0.0,721011
2026.03,8542321020,SRAM (에스램),필리핀,0,0.0,42,0.0,-42
2026.03,8542321030,Flash (플래시 메모리),필리핀,1729,0.0,101,0.0,1628
2026.03,8542321090,Other memory (기타),필리핀,0,0.0,77,0.1,-77
2026.03,8542323000,MCP (복합구조칩),필리핀,2341,0.0,0,0.0,2341
2026.03,8542324000,MCO (복합부품),필리핀,0,0.0,6,0.0,-6
2026.03,8542321010,DRAM (디램),헝가리,10,0.0,0,0.0,10
2026.03,8542321090,Other memory (기타),헝가리,2,0.0,0,0.0,2
2026.03,8542323000,MCP (복합구조칩),헝가리,9402,0.1,0,0.0,9402
2026.03,8542324000,MCO (복합부품),헝가리,147,0.0,0,0.0,147
2026.03,8542324000,MCO (복합부품),호주,0,0.0,0,0.0,0
2026.03,8542321010,DRAM (디램),홍콩,317091,15.1,3274,0.6,313817
2026.03,8542321020,SRAM (에스램),홍콩,158,0.3,0,0.0,158
2026.03,8542321030,Flash (플래시 메모리),홍콩,1226722,21.2,1101,0.0,1225621
2026.03,8542321090,Other memory (기타),홍콩,20973,1.8,4531,1.1,16442
2026.03,8542322000,Hybrid IC (하이브리드),홍콩,179,0.1,0,0.0,179
2026.03,8542323000,MCP (복합구조칩),홍콩,2616869,78.3,519,0.0,2616351
2026.03,8542324000,MCO (복합부품),홍콩,728319,10.5,337,0.0,727982
2026.04,8542321030,Flash (플래시 메모리),과테말라,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),그리스,1,0.0,0,0.0,1
2026.04,8542324000,MCO (복합부품),나미비아,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),나이지리아,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),남아프리카공화국,56,0.0,0,0.0,56
2026.04,8542321030,Flash (플래시 메모리),남아프리카공화국,42,0.0,0,0.0,42
2026.04,8542321090,Other memory (기타),남아프리카공화국,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),네덜란드,15004,0.7,0,0.0,15004
2026.04,8542321030,Flash (플래시 메모리),네덜란드,2,0.0,0,0.0,2
2026.04,8542321090,Other memory (기타),네덜란드,0,0.0,1,0.0,-1
2026.04,8542323000,MCP (복합구조칩),네덜란드,13128,0.4,0,0.0,13128
2026.04,8542324000,MCO (복합부품),네덜란드,2065,0.0,0,0.0,2065
2026.04,8542324000,MCO (복합부품),뉴질랜드,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),대만,133425,10.2,91264,6.8,42162
2026.04,8542321020,SRAM (에스램),대만,3,0.0,1749,0.2,-1746
2026.04,8542321030,Flash (플래시 메모리),대만,80155,2.0,12736,4.4,67419
2026.04,8542321090,Other memory (기타),대만,15317,0.1,22629,1.3,-7312
2026.04,8542322000,Hybrid IC (하이브리드),대만,0,0.0,137,0.0,-137
2026.04,8542323000,MCP (복합구조칩),대만,3261429,17.3,137717,1.2,3123712
2026.04,8542324000,MCO (복합부품),대만,1040,0.1,124550,0.4,-123509
2026.04,8542321090,Other memory (기타),덴마크,2,0.0,2,0.0,0
2026.04,8542324000,MCO (복합부품),덴마크,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),독일,1644,0.1,0,0.0,1644
2026.04,8542321020,SRAM (에스램),독일,7,0.0,0,0.0,7
2026.04,8542321030,Flash (플래시 메모리),독일,0,0.0,1,0.0,-1
2026.04,8542321090,Other memory (기타),독일,0,0.0,5,0.0,-5
2026.04,8542323000,MCP (복합구조칩),독일,15616,0.5,0,0.0,15616
2026.04,8542324000,MCO (복합부품),독일,2785,0.1,0,0.0,2785
2026.04,8542321030,Flash (플래시 메모리),라트비아,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),루마니아,3,0.0,0,0.0,3
2026.04,8542321090,Other memory (기타),루마니아,0,0.0,1,0.0,-1
2026.04,8542321010,DRAM (디램),룩셈부르그,0,0.0,0,0.0,0
2026.04,8542324000,MCO (복합부품),룩셈부르그,0,0.0,0,0.0,0
2026.04,8542324000,MCO (복합부품),리투아니아,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),말레이시아,53504,0.3,1,0.0,53503
2026.04,8542321020,SRAM (에스램),말레이시아,0,0.0,2,0.0,-2
2026.04,8542321030,Flash (플래시 메모리),말레이시아,6704,0.7,178,0.0,6526
2026.04,8542321090,Other memory (기타),말레이시아,1,0.0,1696,0.1,-1695
2026.04,8542323000,MCP (복합구조칩),말레이시아,432892,2.6,0,0.0,432892
2026.04,8542324000,MCO (복합부품),말레이시아,21,0.0,1472,0.0,-1451
2026.04,8542321010,DRAM (디램),멕시코,5941,0.3,0,0.0,5941
2026.04,8542321020,SRAM (에스램),멕시코,49,0.0,0,0.0,49
2026.04,8542321030,Flash (플래시 메모리),멕시코,10,0.0,5,0.0,4
2026.04,8542321090,Other memory (기타),멕시코,349,0.4,0,0.0,349
2026.04,8542323000,MCP (복합구조칩),멕시코,10679,1.2,0,0.0,10679
2026.04,8542324000,MCO (복합부품),멕시코,1874,0.0,0,0.0,1874
2026.04,8542321030,Flash (플래시 메모리),모로코,1,0.0,0,0.0,1
2026.04,8542321010,DRAM (디램),미국,26449,0.6,841,0.1,25608
2026.04,8542321020,SRAM (에스램),미국,0,0.0,1,0.0,-1
2026.04,8542321030,Flash (플래시 메모리),미국,40,0.1,123,0.0,-82
2026.04,8542321090,Other memory (기타),미국,35,0.0,1313,0.3,-1278
2026.04,8542322000,Hybrid IC (하이브리드),미국,0,0.0,8,0.0,-8
2026.04,8542323000,MCP (복합구조칩),미국,146466,1.4,153,0.0,146313
2026.04,8542324000,MCO (복합부품),미국,2817,0.1,18,0.0,2798
2026.04,8542321090,Other memory (기타),방글라데시,4,0.0,0,0.0,4
2026.04,8542323000,MCP (복합구조칩),방글라데시,92,0.0,0,0.0,92
2026.04,8542324000,MCO (복합부품),방글라데시,116,0.0,0,0.0,116
2026.04,8542321010,DRAM (디램),베트남,1446881,29.7,3495,0.3,1443386
2026.04,8542321020,SRAM (에스램),베트남,6,0.0,0,0.0,6
2026.04,8542321030,Flash (플래시 메모리),베트남,43147,4.4,1849,0.3,41298
2026.04,8542321090,Other memory (기타),베트남,20870,10.4,127,0.0,20743
2026.04,8542322000,Hybrid IC (하이브리드),베트남,7,0.0,0,0.0,7
2026.04,8542323000,MCP (복합구조칩),베트남,618721,11.7,4260,0.2,614462
2026.04,8542324000,MCO (복합부품),베트남,658513,4.0,5,0.0,658508
2026.04,8542321010,DRAM (디램),브라질,27512,0.4,0,0.0,27512
2026.04,8542321020,SRAM (에스램),브라질,2,0.0,0,0.0,2
2026.04,8542321030,Flash (플래시 메모리),브라질,12904,0.3,1,0.0,12903
2026.04,8542321090,Other memory (기타),브라질,216,0.2,0,0.0,216
2026.04,8542323000,MCP (복합구조칩),브라질,55492,1.3,0,0.0,55492
2026.04,8542324000,MCO (복합부품),브라질,87447,0.8,0,0.0,87447
2026.04,8542321030,Flash (플래시 메모리),사우디아라비아,2,0.0,0,0.0,2
2026.04,8542321030,Flash (플래시 메모리),사이프러스,0,0.0,0,0.0,0
2026.04,8542324000,MCO (복합부품),세르비아,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),스웨덴,13,0.0,0,0.0,13
2026.04,8542321020,SRAM (에스램),스웨덴,3,0.0,0,0.0,3
2026.04,8542321030,Flash (플래시 메모리),스웨덴,15,0.0,0,0.0,15
2026.04,8542324000,MCO (복합부품),스웨덴,0,0.0,0,0.0,0
2026.04,8542321090,Other memory (기타),스위스,0,0.0,0,0.0,0
2026.04,8542324000,MCO (복합부품),스위스,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),스페인,123,0.0,0,0.0,123
2026.04,8542321030,Flash (플래시 메모리),스페인,4,0.0,0,0.0,4
2026.04,8542321090,Other memory (기타),스페인,0,0.0,1,0.0,-1
2026.04,8542323000,MCP (복합구조칩),스페인,129,0.0,0,0.0,129
2026.04,8542324000,MCO (복합부품),스페인,0,0.0,0,0.0,0
2026.04,8542323000,MCP (복합구조칩),슬로바키아,1190,0.1,0,0.0,1190
2026.04,8542324000,MCO (복합부품),슬로바키아,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),싱가포르,112003,0.7,613,0.1,111390
2026.04,8542321030,Flash (플래시 메모리),싱가포르,15998,0.6,3387,0.4,12610
2026.04,8542321090,Other memory (기타),싱가포르,9,0.0,1354,0.1,-1344
2026.04,8542323000,MCP (복합구조칩),싱가포르,325,0.0,4076,0.2,-3751
2026.04,8542324000,MCO (복합부품),싱가포르,2094,0.0,284148,1.0,-282054
2026.04,8542321010,DRAM (디램),아랍에미리트 연합,0,0.0,1,0.0,-1
2026.04,8542321030,Flash (플래시 메모리),아랍에미리트 연합,1,0.0,0,0.0,1
2026.04,8542321010,DRAM (디램),아르헨티나,91,0.3,0,0.0,91
2026.04,8542324000,MCO (복합부품),에스토니아,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),에쿠아도르,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),영국,535,0.0,0,0.0,535
2026.04,8542321030,Flash (플래시 메모리),영국,0,0.0,0,0.0,0
2026.04,8542321090,Other memory (기타),영국,16,0.0,2,0.0,13
2026.04,8542323000,MCP (복합구조칩),영국,79,0.0,0,0.0,79
2026.04,8542324000,MCO (복합부품),영국,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),오스트리아,113,0.0,0,0.0,113
2026.04,8542321030,Flash (플래시 메모리),오스트리아,120,0.0,0,0.0,120
2026.04,8542321090,Other memory (기타),오스트리아,17,0.3,0,0.0,17
2026.04,8542323000,MCP (복합구조칩),오스트리아,6709,0.1,0,0.0,6709
2026.04,8542324000,MCO (복합부품),오스트리아,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),요르단,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),이스라엘,1,0.0,0,0.0,1
2026.04,8542321090,Other memory (기타),이스라엘,0,0.0,0,0.0,0
2026.04,8542323000,MCP (복합구조칩),이스라엘,45,0.0,2,0.0,43
2026.04,8542321010,DRAM (디램),이집트,55,0.0,0,0.0,55
2026.04,8542321030,Flash (플래시 메모리),이집트,0,0.0,0,0.0,0
2026.04,8542321090,Other memory (기타),이집트,42,0.0,0,0.0,42
2026.04,8542323000,MCP (복합구조칩),이집트,16808,0.3,0,0.0,16808
2026.04,8542324000,MCO (복합부품),이집트,1254,0.0,0,0.0,1254
2026.04,8542321030,Flash (플래시 메모리),이탈리아,5,0.0,0,0.0,5
2026.04,8542321090,Other memory (기타),이탈리아,1,0.0,0,0.0,1
2026.04,8542323000,MCP (복합구조칩),이탈리아,3,0.0,0,0.0,3
2026.04,8542324000,MCO (복합부품),이탈리아,2,0.0,1,0.0,1
2026.04,8542321010,DRAM (디램),인도,8745,0.5,0,0.0,8745
2026.04,8542321020,SRAM (에스램),인도,12,0.0,0,0.0,12
2026.04,8542321030,Flash (플래시 메모리),인도,125,0.1,2,0.0,123
2026.04,8542321090,Other memory (기타),인도,1582,0.8,0,0.0,1582
2026.04,8542323000,MCP (복합구조칩),인도,59614,0.5,2,0.0,59612
2026.04,8542324000,MCO (복합부품),인도,397634,1.9,0,0.0,397634
2026.04,8542321010,DRAM (디램),인도네시아,2436,0.5,0,0.0,2436
2026.04,8542321020,SRAM (에스램),인도네시아,70,0.0,0,0.0,70
2026.04,8542321030,Flash (플래시 메모리),인도네시아,213,0.1,0,0.0,213
2026.04,8542321090,Other memory (기타),인도네시아,116,0.2,30,0.0,87
2026.04,8542323000,MCP (복합구조칩),인도네시아,16346,0.7,0,0.0,16346
2026.04,8542324000,MCO (복합부품),인도네시아,56194,0.4,0,0.0,56194
2026.04,8542321010,DRAM (디램),일본,2560,0.1,1047,0.2,1513
2026.04,8542321020,SRAM (에스램),일본,4,0.0,84,0.0,-80
2026.04,8542321030,Flash (플래시 메모리),일본,11,0.0,85,0.1,-74
2026.04,8542321090,Other memory (기타),일본,69,0.0,688,0.4,-619
2026.04,8542323000,MCP (복합구조칩),일본,125037,1.6,19870,0.1,105167
2026.04,8542324000,MCO (복합부품),일본,11308,0.1,12,0.0,11296
2026.04,8542321010,DRAM (디램),중국,6597570,67.5,906034,26.2,5691536
2026.04,8542321020,SRAM (에스램),중국,0,0.0,510,0.0,-509
2026.04,8542321030,Flash (플래시 메모리),중국,1256069,21.2,232028,6.4,1024041
2026.04,8542321090,Other memory (기타),중국,1423,0.8,7712,2.0,-6289
2026.04,8542322000,Hybrid IC (하이브리드),중국,4,0.0,441,0.0,-437
2026.04,8542323000,MCP (복합구조칩),중국,740103,10.4,1096985,8.1,-356882
2026.04,8542324000,MCO (복합부품),중국,63989,2.8,452495,2.8,-388506
2026.04,8542321030,Flash (플래시 메모리),체코공화국,2,0.0,0,0.0,2
2026.04,8542321090,Other memory (기타),체코공화국,2424,1.1,0,0.0,2424
2026.04,8542323000,MCP (복합구조칩),체코공화국,315,0.0,0,0.0,315
2026.04,8542321030,Flash (플래시 메모리),칠레,3,0.0,0,0.0,3
2026.04,8542321030,Flash (플래시 메모리),카자흐스탄,1,0.0,0,0.0,1
2026.04,8542321010,DRAM (디램),캐나다,21008,0.1,0,0.0,21008
2026.04,8542321030,Flash (플래시 메모리),캐나다,3,0.0,0,0.0,3
2026.04,8542321090,Other memory (기타),캐나다,0,0.0,0,0.0,0
2026.04,8542323000,MCP (복합구조칩),캐나다,139,0.0,2,0.0,137
2026.04,8542324000,MCO (복합부품),캐나다,3,0.0,0,0.0,3
2026.04,8542321030,Flash (플래시 메모리),케냐,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),콜롬비아,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),태국,6791,0.3,2,0.0,6789
2026.04,8542321020,SRAM (에스램),태국,0,0.0,41,0.0,-41
2026.04,8542321030,Flash (플래시 메모리),태국,5205,0.8,182,0.0,5023
2026.04,8542321090,Other memory (기타),태국,396,0.3,1189,0.5,-793
2026.04,8542322000,Hybrid IC (하이브리드),태국,0,0.0,1,0.0,-1
2026.04,8542323000,MCP (복합구조칩),태국,200715,1.5,1,0.0,200714
2026.04,8542324000,MCO (복합부품),태국,1024,0.0,3,0.0,1021
2026.04,8542321090,Other memory (기타),튀르키예,52,0.1,0,0.0,52
2026.04,8542323000,MCP (복합구조칩),튀르키예,77,0.0,0,0.0,77
2026.04,8542324000,MCO (복합부품),튀르키예,10131,0.2,0,0.0,10131
2026.04,8542321030,Flash (플래시 메모리),파나마,0,0.0,0,0.0,0
2026.04,8542321030,Flash (플래시 메모리),페루,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),포루투갈,50,0.0,0,0.0,50
2026.04,8542321030,Flash (플래시 메모리),포루투갈,1,0.0,0,0.0,1
2026.04,8542323000,MCP (복합구조칩),포루투갈,4845,0.1,0,0.0,4845
2026.04,8542324000,MCO (복합부품),포루투갈,2054,0.0,0,0.0,2054
2026.04,8542321010,DRAM (디램),폴란드,766,0.2,0,0.0,766
2026.04,8542321020,SRAM (에스램),폴란드,406,0.0,0,0.0,406
2026.04,8542321030,Flash (플래시 메모리),폴란드,288,0.3,0,0.0,288
2026.04,8542321090,Other memory (기타),폴란드,30,0.0,0,0.0,30
2026.04,8542323000,MCP (복합구조칩),폴란드,11085,0.8,0,0.0,11085
2026.04,8542321030,Flash (플래시 메모리),프랑스,5,0.0,366,0.2,-361
2026.04,8542321090,Other memory (기타),프랑스,3,0.0,847,0.3,-844
2026.04,8542323000,MCP (복합구조칩),프랑스,2,0.0,13,0.0,-11
2026.04,8542324000,MCO (복합부품),프랑스,1,0.0,0,0.0,1
2026.04,8542323000,MCP (복합구조칩),핀란드,2655,0.0,0,0.0,2655
2026.04,8542321010,DRAM (디램),필리핀,567135,7.3,107,0.0,567028
2026.04,8542321020,SRAM (에스램),필리핀,0,0.0,5,0.0,-5
2026.04,8542321030,Flash (플래시 메모리),필리핀,5733,0.1,27,0.0,5706
2026.04,8542321090,Other memory (기타),필리핀,0,0.0,163,0.1,-163
2026.04,8542323000,MCP (복합구조칩),필리핀,5800,0.1,0,0.0,5800
2026.04,8542324000,MCO (복합부품),필리핀,0,0.0,1,0.0,-1
2026.04,8542321030,Flash (플래시 메모리),헝가리,1,0.0,0,0.0,1
2026.04,8542321090,Other memory (기타),헝가리,0,0.0,0,0.0,0
2026.04,8542323000,MCP (복합구조칩),헝가리,27265,0.4,0,0.0,27265
2026.04,8542324000,MCO (복합부품),헝가리,122,0.0,0,0.0,122
2026.04,8542321010,DRAM (디램),호주,0,0.0,1,0.0,-1
2026.04,8542324000,MCO (복합부품),호주,0,0.0,0,0.0,0
2026.04,8542321010,DRAM (디램),홍콩,217637,19.3,9646,2.1,207992
2026.04,8542321020,SRAM (에스램),홍콩,193,0.4,25,0.0,169
2026.04,8542321030,Flash (플래시 메모리),홍콩,246927,5.5,18,0.0,246909
2026.04,8542321090,Other memory (기타),홍콩,18594,1.6,1762,0.2,16832
2026.04,8542323000,MCP (복합구조칩),홍콩,2383414,59.0,20480,0.8,2362934
2026.04,8542324000,MCO (복합부품),홍콩,385924,4.2,7,0.0,385918
2026.05,8542321010,DRAM (디램),남아프리카공화국,57,0.0,0,0.0,57
2026.05,8542321030,Flash (플래시 메모리),남아프리카공화국,42,0.0,0,0.0,42
2026.05,8542324000,MCO (복합부품),남아프리카공화국,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),네덜란드,5040,0.1,0,0.0,5040
2026.05,8542321090,Other memory (기타),네덜란드,0,0.0,0,0.0,0
2026.05,8542323000,MCP (복합구조칩),네덜란드,11736,0.3,0,0.0,11736
2026.05,8542324000,MCO (복합부품),네덜란드,976,0.0,0,0.0,976
2026.05,8542321010,DRAM (디램),대만,196348,11.9,22782,4.9,173566
2026.05,8542321020,SRAM (에스램),대만,17,0.0,468,0.1,-452
2026.05,8542321030,Flash (플래시 메모리),대만,76174,1.2,9729,4.3,66445
2026.05,8542321090,Other memory (기타),대만,783,0.1,93245,2.6,-92462
2026.05,8542322000,Hybrid IC (하이브리드),대만,0,0.0,0,0.0,0
2026.05,8542323000,MCP (복합구조칩),대만,3888555,17.7,172064,1.4,3716490
2026.05,8542324000,MCO (복합부품),대만,3434,0.2,94830,0.2,-91397
2026.05,8542321090,Other memory (기타),덴마크,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),독일,3276,0.1,0,0.0,3276
2026.05,8542321030,Flash (플래시 메모리),독일,9,0.0,0,0.0,9
2026.05,8542321090,Other memory (기타),독일,0,0.0,15,0.0,-15
2026.05,8542323000,MCP (복합구조칩),독일,28468,0.9,0,0.0,28468
2026.05,8542324000,MCO (복합부품),독일,1705,0.0,5,0.0,1700
2026.05,8542321020,SRAM (에스램),루마니아,0,0.0,1,0.0,-1
2026.05,8542321090,Other memory (기타),루마니아,0,0.0,0,0.0,0
2026.05,8542324000,MCO (복합부품),룩셈부르그,0,0.0,0,0.0,0
2026.05,8542324000,MCO (복합부품),리투아니아,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),말레이시아,34903,0.3,1,0.0,34902
2026.05,8542321020,SRAM (에스램),말레이시아,0,0.0,16,0.0,-16
2026.05,8542321030,Flash (플래시 메모리),말레이시아,6598,0.7,247,0.1,6351
2026.05,8542321090,Other memory (기타),말레이시아,0,0.0,2144,0.1,-2144
2026.05,8542323000,MCP (복합구조칩),말레이시아,336613,0.9,0,0.0,336613
2026.05,8542324000,MCO (복합부품),말레이시아,41,0.0,0,0.0,41
2026.05,8542321010,DRAM (디램),멕시코,6417,0.3,0,0.0,6417
2026.05,8542321020,SRAM (에스램),멕시코,142,0.0,0,0.0,142
2026.05,8542321030,Flash (플래시 메모리),멕시코,50,0.0,8,0.0,42
2026.05,8542321090,Other memory (기타),멕시코,234,0.3,0,0.0,234
2026.05,8542323000,MCP (복합구조칩),멕시코,14453,0.7,0,0.0,14453
2026.05,8542324000,MCO (복합부품),멕시코,8050,1.5,0,0.0,8050
2026.05,8542321010,DRAM (디램),미국,36300,1.0,234,0.0,36066
2026.05,8542321020,SRAM (에스램),미국,0,0.0,0,0.0,0
2026.05,8542321030,Flash (플래시 메모리),미국,352,0.0,84,0.0,268
2026.05,8542321090,Other memory (기타),미국,1,0.0,4291,0.3,-4291
2026.05,8542323000,MCP (복합구조칩),미국,261068,1.9,343,0.0,260725
2026.05,8542324000,MCO (복합부품),미국,4842,0.1,9,0.0,4833
2026.05,8542321090,Other memory (기타),방글라데시,6,0.0,0,0.0,6
2026.05,8542323000,MCP (복합구조칩),방글라데시,184,0.0,0,0.0,184
2026.05,8542321010,DRAM (디램),베트남,1796729,30.2,13229,0.8,1783500
2026.05,8542321020,SRAM (에스램),베트남,6,0.0,0,0.0,6
2026.05,8542321030,Flash (플래시 메모리),베트남,42324,3.7,702,0.2,41622
2026.05,8542321090,Other memory (기타),베트남,21871,9.5,35,0.0,21836
2026.05,8542322000,Hybrid IC (하이브리드),베트남,10,0.0,0,0.0,10
2026.05,8542323000,MCP (복합구조칩),베트남,640502,11.5,5863,0.2,634639
2026.05,8542324000,MCO (복합부품),베트남,1002439,8.0,0,0.0,1002439
2026.05,8542324000,MCO (복합부품),벨기에,0,0.0,0,0.0,0
2026.05,8542324000,MCO (복합부품),불가리아,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),브라질,61114,0.9,1,0.0,61114
2026.05,8542321030,Flash (플래시 메모리),브라질,13155,0.2,0,0.0,13155
2026.05,8542321090,Other memory (기타),브라질,221,0.1,0,0.0,221
2026.05,8542323000,MCP (복합구조칩),브라질,26290,0.6,0,0.0,26290
2026.05,8542324000,MCO (복합부품),브라질,59540,0.5,0,0.0,59540
2026.05,8542324000,MCO (복합부품),세르비아,0,0.0,0,0.0,0
2026.05,8542324000,MCO (복합부품),스위스,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),스페인,95,0.0,0,0.0,95
2026.05,8542323000,MCP (복합구조칩),스페인,165,0.0,0,0.0,165
2026.05,8542324000,MCO (복합부품),스페인,0,0.0,0,0.0,0
2026.05,8542323000,MCP (복합구조칩),슬로바키아,1331,0.1,31,0.0,1300
2026.05,8542321010,DRAM (디램),싱가포르,176160,1.8,938,0.0,175222
2026.05,8542321030,Flash (플래시 메모리),싱가포르,7702,0.2,1589,0.2,6113
2026.05,8542321090,Other memory (기타),싱가포르,825,0.1,12736,0.5,-11911
2026.05,8542323000,MCP (복합구조칩),싱가포르,2133,0.0,66426,0.3,-64293
2026.05,8542324000,MCO (복합부품),싱가포르,1385,0.0,193653,0.5,-192268
2026.05,8542324000,MCO (복합부품),아랍에미리트 연합,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),아르헨티나,31,0.0,0,0.0,31
2026.05,8542321090,Other memory (기타),아르헨티나,1,0.0,0,0.0,1
2026.05,8542324000,MCO (복합부품),아일랜드,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),에스토니아,65,0.0,0,0.0,65
2026.05,8542324000,MCO (복합부품),에티오피아,0,0.0,0,0.0,0
2026.05,8542321010,DRAM (디램),영국,839,0.0,0,0.0,839
2026.05,8542321030,Flash (플래시 메모리),영국,4,0.0,0,0.0,4
2026.05,8542321090,Other memory (기타),영국,0,0.0,8,0.0,-8
2026.05,8542323000,MCP (복합구조칩),영국,1038,0.0,5,0.0,1033
2026.05,8542324000,MCO (복합부품),영국,0,0.0,0,0.0,0
2026.05,8542321030,Flash (플래시 메모리),오스트리아,60,0.0,0,0.0,60
2026.05,8542323000,MCP (복합구조칩),오스트리아,7908,0.2,0,0.0,7908
2026.05,8542321090,Other memory (기타),이스라엘,0,0.0,0,0.0,0
2026.05,8542322000,Hybrid IC (하이브리드),이스라엘,7,0.0,0,0.0,7
2026.05,8542323000,MCP (복합구조칩),이스라엘,135,0.0,0,0.0,135
2026.05,8542321010,DRAM (디램),이집트,1,0.0,0,0.0,1
2026.05,8542321090,Other memory (기타),이집트,23,0.0,0,0.0,23
2026.05,8542323000,MCP (복합구조칩),이집트,14475,0.3,0,0.0,14475
2026.05,8542324000,MCO (복합부품),이집트,6398,0.1,0,0.0,6398
2026.05,8542321090,Other memory (기타),이탈리아,0,0.0,1,0.0,-1
2026.05,8542324000,MCO (복합부품),이탈리아,1,0.0,0,0.0,1
2026.05,8542321010,DRAM (디램),인도,7916,0.3,0,0.0,7916
2026.05,8542321020,SRAM (에스램),인도,23,0.0,0,0.0,23
2026.05,8542321030,Flash (플래시 메모리),인도,2356,0.2,0,0.0,2356
2026.05,8542321090,Other memory (기타),인도,1569,1.3,0,0.0,1569
2026.05,8542323000,MCP (복합구조칩),인도,61471,1.0,0,0.0,61471
2026.05,8542324000,MCO (복합부품),인도,275890,1.8,0,0.0,275890
2026.05,8542321010,DRAM (디램),인도네시아,3288,0.5,0,0.0,3288
2026.05,8542321020,SRAM (에스램),인도네시아,23,0.0,0,0.0,23
2026.05,8542321030,Flash (플래시 메모리),인도네시아,274,0.1,6,0.0,268
2026.05,8542321090,Other memory (기타),인도네시아,45,0.1,4,0.0,41
2026.05,8542323000,MCP (복합구조칩),인도네시아,34066,2.8,0,0.0,34066
2026.05,8542324000,MCO (복합부품),인도네시아,45960,0.3,0,0.0,45960
2026.05,8542321010,DRAM (디램),일본,3168,0.1,173,0.0,2995
2026.05,8542321020,SRAM (에스램),일본,0,0.0,129,0.0,-129
2026.05,8542321030,Flash (플래시 메모리),일본,26,0.0,16,0.0,10
2026.05,8542321090,Other memory (기타),일본,117,0.0,25662,0.4,-25545
2026.05,8542323000,MCP (복합구조칩),일본,86405,1.3,60591,0.2,25814
2026.05,8542324000,MCO (복합부품),일본,10017,0.1,3,0.0,10014
2026.05,8542321010,DRAM (디램),중국,8003193,74.9,1001150,25.8,7002042
2026.05,8542321020,SRAM (에스램),중국,94,0.0,169,0.1,-75
2026.05,8542321030,Flash (플래시 메모리),중국,1345539,18.3,258664,7.0,1086875
2026.05,8542321090,Other memory (기타),중국,2951,0.7,21307,2.0,-18356
2026.05,8542322000,Hybrid IC (하이브리드),중국,0,0.0,206,0.0,-206
2026.05,8542323000,MCP (복합구조칩),중국,1067235,10.3,1180092,8.8,-112857
2026.05,8542324000,MCO (복합부품),중국,39353,2.4,425618,2.3,-386266
2026.05,8542321090,Other memory (기타),체코공화국,4190,0.5,0,0.0,4190
